Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    2398/3230        std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<maze::Cell*, false> >(std::allocator<std::__detail::_Hash_node<maze::Cell*, false> > const&) [103]
[78]     0.0    0.00    0.00    3230         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [78]
-----------------------------------------------
                0.00    0.00    3230/3230        std::allocator<std::__detail::_Hash_node_base*>::~allocator() [80]
[79]     0.0    0.00    0.00    3230         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [79]
-----------------------------------------------
                0.00    0.00       6/3230        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, maze::Pathway*>, std::allocator<std::pair<maze::Cell* const, maze::Pathway*> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [521]
                0.00    0.00       6/3230        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, maze::Pathway*>, std::allocator<std::pair<maze::Cell* const, maze::Pathway*> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [522]
                0.00    0.00     410/3230        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [320]
                0.00    0.00     410/3230        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [319]
                0.00    0.00    1199/3230        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [192]
                0.00    0.00    1199/3230        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [191]
[80]     0.0    0.00    0.00    3230         std::allocator<std::__detail::_Hash_node_base*>::~allocator() [80]
                0.00    0.00    3230/3230        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [79]
-----------------------------------------------
                0.00    0.00       6/3182        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<maze::Cell*, false>*) [289]
                0.00    0.00     397/3182        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, maze::Cell* const&) [401]
                0.00    0.00     795/3182        std::pair<std::__detail::_Node_iterator<maze::Cell*, true, false>, bool> std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<maze::Cell* const&>(maze::Cell* const&, std::integral_constant<bool, true>) [291]
                0.00    0.00    1984/3182        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(maze::Cell* const&) [127]
[81]     0.0    0.00    0.00    3182         std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const [81]
                0.00    0.00    3182/3182        std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const [82]
-----------------------------------------------
                0.00    0.00    3182/3182        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const [81]
[82]     0.0    0.00    0.00    3182         std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const [82]
                0.00    0.00    3182/163320      std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [21]
                0.00    0.00    3182/248377      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [14]
-----------------------------------------------
                0.00    0.00     397/3176        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, maze::Cell* const&) [401]
                0.00    0.00    2779/3176        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, maze::Cell* const&, unsigned long) const [96]
[83]     0.0    0.00    0.00    3176         std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, maze::Cell* const&, unsigned long) const [83]
                0.00    0.00    2148/2148        std::__detail::_Hashtable_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(maze::Cell* const&, unsigned long, std::__detail::_Hash_node<maze::Cell*, false>*) const [117]
                0.00    0.00    1076/319511      std::__detail::_Hash_node<maze::Cell*, false>::_M_next() const [12]
                0.00    0.00     900/159756      std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node<maze::Cell*, false>*) const [28]
-----------------------------------------------
                0.00    0.00     397/3176        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, maze::Cell* const&) [401]
                0.00    0.00     795/3176        std::pair<std::__detail::_Node_iterator<maze::Cell*, true, false>, bool> std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<maze::Cell* const&>(maze::Cell* const&, std::integral_constant<bool, true>) [291]
                0.00    0.00    1984/3176        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(maze::Cell* const&) [127]
[84]     0.0    0.00    0.00    3176         std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(maze::Cell* const&) const [84]
                0.00    0.00    3176/163314      std::__detail::_Hash_code_base<maze::Cell*, maze::Cell*, std::__detail::_Identity, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [22]
                0.00    0.00    3176/248356      std::hash<maze::Cell*>::operator()(maze::Cell* const&) const [16]
-----------------------------------------------
                0.00    0.00       2/3099        maze::AStarSolver::solve_maze() [656]
                0.00    0.00    3097/3099        maze::DepthFirstSearchGenerator::make_maze() [666]
[85]     0.0    0.00    0.00    3099         maze::Maze::get_cell(unsigned int, unsigned int) [85]
                0.00    0.00    3020/3040        std::vector<std::vector<maze::Cell*, std::allocator<maze::Cell*> >, std::allocator<std::vector<maze::Cell*, std::allocator<maze::Cell*> > > >::operator[](unsigned long) [86]
                0.00    0.00    3020/3819        std::vector<maze::Cell*, std::allocator<maze::Cell*> >::operator[](unsigned long) [72]
-----------------------------------------------
                0.00    0.00      20/3040        maze::Maze::~Maze() [671]
                0.00    0.00    3020/3040        maze::Maze::get_cell(unsigned int, unsigned int) [85]
[86]     0.0    0.00    0.00    3040         std::vector<std::vector<maze::Cell*, std::allocator<maze::Cell*> >, std::allocator<std::vector<maze::Cell*, std::allocator<maze::Cell*> > > >::operator[](unsigned long) [86]
-----------------------------------------------
                0.00    0.00    3018/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const [90]
[87]     0.0    0.00    0.00    3018         bool __gnu_cxx::operator==<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >(__gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&, __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&) [87]
                0.00    0.00    6036/6036        __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::base() const [62]
-----------------------------------------------
                0.00    0.00    3018/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const [90]
[88]     0.0    0.00    0.00    3018         std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::end() const [88]
                0.00    0.00    3018/6036        __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::__normal_iterator(maze::Pathway* const* const&) [61]
-----------------------------------------------
                0.00    0.00    3018/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const [90]
[89]     0.0    0.00    0.00    3018         std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::begin() const [89]
                0.00    0.00    3018/6036        __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >::__normal_iterator(maze::Pathway* const* const&) [61]
-----------------------------------------------
                0.00    0.00       1/3018        maze::SVGSave::persist_maze() [673]
                0.00    0.00    3017/3018        maze::Cell::has_pathway() [91]
[90]     0.0    0.00    0.00    3018         std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const [90]
                0.00    0.00    3018/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::end() const [88]
                0.00    0.00    3018/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::begin() const [89]
                0.00    0.00    3018/3018        bool __gnu_cxx::operator==<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > >(__gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&, __gnu_cxx::__normal_iterator<maze::Pathway* const*, std::vector<maze::Pathway*, std::allocator<maze::Pathway*> > > const&) [87]
-----------------------------------------------
                0.00    0.00    3017/3017        maze::DepthFirstSearchGenerator::make_maze() [666]
[91]     0.0    0.00    0.00    3017         maze::Cell::has_pathway() [91]
                0.00    0.00    3017/3018        std::vector<maze::Pathway*, std::allocator<maze::Pathway*> >::empty() const [90]
-----------------------------------------------
                0.00    0.00     949/2795        __gnu_cxx::new_allocator<maze::Cell*>::allocate(unsigned long, void const*) [223]
                0.00    0.00    1846/2795        std::enable_if<std::allocator_traits<std::allocator<maze::Cell*> >::__maxsize_helper<std::allocator<maze::Cell*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<maze::Cell*> >::_S_max_size<std::allocator<maze::Cell*> const>(std::allocator<maze::Cell*> const&) [142]
[92]     0.0    0.00    0.00    2795         __gnu_cxx::new_allocator<maze::Cell*>::max_size() const [92]
-----------------------------------------------
                0.00    0.00    2789/2789        std::_Niter_base<maze::Cell**>::iterator_type std::__niter_base<maze::Cell**>(maze::Cell**) [94]
[93]     0.0    0.00    0.00    2789         std::_Iter_base<maze::Cell**, false>::_S_base(maze::Cell**) [93]
-----------------------------------------------
                0.00    0.00      20/2789        maze::Cell** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<maze::Cell* const*, std::vector<maze::Cell*, std::allocator<maze::Cell*> > >, maze::Cell**>(__gnu_cxx::__normal_iterator<maze::Cell* const*, std::vector<maze::Cell*, std::allocator<maze::Cell*> > >, __gnu_cxx::__normal_iterator<maze::Cell* const*, std::vector<maze::Cell*, std::allocator<maze::Cell*> > >, maze::Cell**) [469]
                0.00    0.00    2769/2789        maze::Cell** std::__copy_move_a2<true, maze::Cell**, maze::Cell**>(maze::Cell**, maze::Cell**, maze::Cell**) [230]
[94]     0.0    0.00    0.00    2789         std::_Niter_base<maze::Cell**>::iterator_type std::__niter_base<maze::Cell**>(maze::Cell**) [94]
                0.00    0.00    2789/2789        std::_Iter_base<maze::Cell**, false>::_S_base(maze::Cell**) [93]
-----------------------------------------------
                0.00    0.00     399/2783        maze::AStarSolver::heuristic_estimate(maze::Cell&, maze::Maze&) [347]
                0.00    0.00     798/2783        maze::SVGSave::output_pathway(maze::Pathway&, unsigned int, std::basic_fstream<char, std::char_traits<char> >&) [352]
                0.00    0.00    1586/2783        maze::DepthFirstSearchGenerator::make_maze() [666]
[95]     0.0    0.00    0.00    2783         maze::Cell::get_x_position() [95]
-----------------------------------------------
                0.00    0.00     795/2779        std::pair<std::__detail::_Node_iterator<maze::Cell*, true, false>, bool> std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<maze::Cell* const&>(maze::Cell* const&, std::integral_constant<bool, true>) [291]
                0.00    0.00    1984/2779        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(maze::Cell* const&) [127]
[96]     0.0    0.00    0.00    2779         std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, maze::Cell* const&, unsigned long) const [96]
                0.00    0.00    2779/3176        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, maze::Cell* const&, unsigned long) const [83]
-----------------------------------------------
                0.00    0.00      20/2761        std::vector<maze::Cell*, std::allocator<maze::Cell*> >::vector(std::vector<maze::Cell*, std::allocator<maze::Cell*> > const&) [466]
                0.00    0.00      31/2761        std::_Vector_base<maze::Cell*, std::allocator<maze::Cell*> >::_Vector_base(std::_Vector_base<maze::Cell*, std::allocator<maze::Cell*> >&&) [446]
                0.00    0.00     864/2761        std::vector<maze::Cell*, std::allocator<maze::Cell*> >::~vector() [240]
                0.00    0.00    1846/2761        void std::vector<maze::Cell*, std::allocator<maze::Cell*> >::_M_emplace_back_aux<maze::Cell* const&>(maze::Cell* const&) [228]
[97]     0.0    0.00    0.00    2761         std::_Vector_base<maze::Cell*, std::allocator<maze::Cell*> >::_M_get_Tp_allocator() [97]
-----------------------------------------------
                0.00    0.00     825/2475        __gnu_cxx::new_allocator<maze::Pathway*>::allocate(unsigned long, void const*) [247]
                0.00    0.00    1650/2475        std::enable_if<std::allocator_traits<std::allocator<maze::Pathway*> >::__maxsize_helper<std::allocator<maze::Pathway*> const>::value, unsigned long>::type std::allocator_traits<std::allocator<maze::Pathway*> >::_S_max_size<std::allocator<maze::Pathway*> const>(std::allocator<maze::Pathway*> const&) [158]
[98]     0.0    0.00    0.00    2475         __gnu_cxx::new_allocator<maze::Pathway*>::max_size() const [98]
-----------------------------------------------
                0.00    0.00    2475/2475        std::_Niter_base<maze::Pathway**>::iterator_type std::__niter_base<maze::Pathway**>(maze::Pathway**) [100]
[99]     0.0    0.00    0.00    2475         std::_Iter_base<maze::Pathway**, false>::_S_base(maze::Pathway**) [99]
-----------------------------------------------
                0.00    0.00    2475/2475        maze::Pathway** std::__copy_move_a2<true, maze::Pathway**, maze::Pathway**>(maze::Pathway**, maze::Pathway**, maze::Pathway**) [254]
[100]    0.0    0.00    0.00    2475         std::_Niter_base<maze::Pathway**>::iterator_type std::__niter_base<maze::Pathway**>(maze::Pathway**) [100]
                0.00    0.00    2475/2475        std::_Iter_base<maze::Pathway**, false>::_S_base(maze::Pathway**) [99]
-----------------------------------------------
                0.00    0.00      10/2401        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<maze::Cell* const, unsigned int>, false>*) [278]
                0.00    0.00     398/2401        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(maze::Cell* const&) [378]
                0.00    0.00    1993/2401        std::__detail::_Map_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](maze::Cell* const&) [121]
[101]    0.0    0.00    0.00    2401         std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const [101]
                0.00    0.00    2401/2401        std::__detail::_Hash_code_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::__detail::_Select1st, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const [102]
-----------------------------------------------
                0.00    0.00    2401/2401        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(maze::Cell* const&, unsigned long) const [101]
[102]    0.0    0.00    0.00    2401         std::__detail::_Hash_code_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::__detail::_Select1st, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(maze::Cell* const&, unsigned long, unsigned long) const [102]
                0.00    0.00    2401/83693       std::__detail::_Hash_code_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::__detail::_Select1st, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [39]
                0.00    0.00    2401/248377      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [14]
-----------------------------------------------
                0.00    0.00    1199/2398        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [192]
                0.00    0.00    1199/2398        std::_Hashtable<maze::Cell*, maze::Cell*, std::allocator<maze::Cell*>, std::__detail::_Identity, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [191]
[103]    0.0    0.00    0.00    2398         std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<maze::Cell*, false> >(std::allocator<std::__detail::_Hash_node<maze::Cell*, false> > const&) [103]
                0.00    0.00    2398/3230        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [78]
-----------------------------------------------
                0.00    0.00    2392/2392        std::_Tuple_impl<0ul, maze::Cell* const&>::_M_head(std::_Tuple_impl<0ul, maze::Cell* const&>&) [106]
[104]    0.0    0.00    0.00    2392         std::_Head_base<0ul, maze::Cell* const&, false>::_M_head(std::_Head_base<0ul, maze::Cell* const&, false>&) [104]
-----------------------------------------------
                0.00    0.00    1196/2392        std::_Tuple_impl<0ul, maze::Cell* const&>::_Tuple_impl(maze::Cell* const&) [193]
                0.00    0.00    1196/2392        std::_Tuple_impl<0ul, maze::Cell* const&>::_Tuple_impl(std::_Tuple_impl<0ul, maze::Cell* const&>&&) [195]
[105]    0.0    0.00    0.00    2392         std::_Head_base<0ul, maze::Cell* const&, false>::_Head_base(maze::Cell* const&) [105]
-----------------------------------------------
                0.00    0.00    1196/2392        std::_Tuple_impl<0ul, maze::Cell* const&>::_Tuple_impl(std::_Tuple_impl<0ul, maze::Cell* const&>&&) [195]
                0.00    0.00    1196/2392        std::__add_ref<maze::Cell* const&>::type std::__get_helper<0ul, maze::Cell* const&>(std::_Tuple_impl<0ul, maze::Cell* const&>&) [199]
[106]    0.0    0.00    0.00    2392         std::_Tuple_impl<0ul, maze::Cell* const&>::_M_head(std::_Tuple_impl<0ul, maze::Cell* const&>&) [106]
                0.00    0.00    2392/2392        std::_Head_base<0ul, maze::Cell* const&, false>::_M_head(std::_Head_base<0ul, maze::Cell* const&, false>&) [104]
-----------------------------------------------
                0.00    0.00     398/2391        std::_Hashtable<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(maze::Cell* const&) [378]
                0.00    0.00    1993/2391        std::__detail::_Map_base<maze::Cell*, std::pair<maze::Cell* const, unsigned int>, std::allocator<std::pair<maze::Cell* const, unsigned int> >, std::__detail::_Select1st, std::equal_to<maze::Cell*>, std::hash<maze::Cell*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](maze::Cell* const&) [121]
